app_name	app_version	hash_value
blueprint_app	1.0	DAD1951AEF9573EB01E99ED298DE206F5EE0A2BD8A450A80A09CC24EFCD2F547
datafaction_2_excel	1.2	31D3F0A9C7588462F05C15623964F28B9F26089834BA9ADC9DDD0B087F468ADE
disney_etl	0.1	250F56028A60E7F096616F051BB46A1E0F01DF949AE061B26D85B341561A6F5E
excel_filters_remover	1.0	CC49404358CC59FAAF891D7CEF20BE618387F110D409773AB268DECBF6862515
label_copy_2_excel	1.0	A2E4658C1D18B24DEEE51EC3BF414EBDB11C849E421D44B1FF49BDE4445BE383
mlc_rate_sheets_downloader	1.0	A8B66C7B7FC5F0B5AD85A747E7DDB7734EEBBDF13E17E178E858AFFB731110AA
mlc_tool_4_publishing	1.2	6F0C3283D2EA8350E6A07E15BC88A63BB7456C155BC0382C93DA99096B76C748
pdf_2_excel	0.95	87F6B1433587054FDA62F02401ACEEE0B78DEC574003F7C79C01A7B283835168
workday_2_excel	1.0	BE424EFE33F41C324235B1DA72C1806FC02BFC314EB3ECCD046678021835420C
